,price,house_type_2,rooms,m2,elevator,garage,neighborhood,district,house_type_,floor
2085,525000,interior,4,114.0,True,False,Fuente del Berro,barrio de salamanca,Apartment,2
2086,350000,interior,3,102.0,True,False,Guindalera,barrio de salamanca,bajo,0
2087,618000,exterior,3,150.0,True,False,Guindalera,barrio de salamanca,Apartment,1
2089,1599999,exterior,3,182.0,True,False,Lista,barrio de salamanca,Apartment,2
2090,640000,exterior,4,175.0,True,True,Guindalera,barrio de salamanca,Apartment,4
2091,569000,exterior,3,95.0,True,False,Lista,barrio de salamanca,Apartment,7
2092,430500,exterior,4,106.0,True,False,Guindalera,barrio de salamanca,Apartment,1
2093,795000,exterior,3,95.0,True,True,Goya,barrio de salamanca,Apartment,3
2094,715000,exterior,4,127.0,True,False,Goya,barrio de salamanca,Apartment,1
2095,389000,interior,1,60.0,True,False,Castellana,barrio de salamanca,Apartment,2
2096,448700,interior,2,86.0,True,False,Goya,barrio de salamanca,Apartment,1
2097,1150000,exterior,6,205.0,True,False,Recoletos,barrio de salamanca,Apartment,1
2098,430500,exterior,4,94.0,True,False,Guindalera,barrio de salamanca,Apartment,1
2099,420000,interior,2,58.0,True,False,Lista,barrio de salamanca,Apartment,3
2102,469900,exterior,2,62.0,True,False,Lista,barrio de salamanca,Apartment,6
2103,680000,exterior,3,105.0,True,False,Lista,barrio de salamanca,Apartment,5
2106,735100,exterior,2,96.0,True,False,Recoletos,barrio de salamanca,Apartment,3
2107,575000,exterior,3,140.0,True,True,Guindalera,barrio de salamanca,Apartment,5
2110,549000,exterior,3,95.0,True,False,Guindalera,barrio de salamanca,Apartment,2
2112,369000,interior,2,59.0,True,False,Lista,barrio de salamanca,Apartment,3
2113,1250000,interior,2,117.0,True,False,Recoletos,barrio de salamanca,Apartment,3
2114,1315000,exterior,3,178.0,True,False,Recoletos,barrio de salamanca,Apartment,2
2115,590000,interior,2,90.0,True,False,Goya,barrio de salamanca,Apartment,5
2120,787500,interior,4,168.0,True,False,Goya,barrio de salamanca,Apartment,1
2121,359900,exterior,1,68.0,True,False,Goya,barrio de salamanca,Apartment,3
2122,778000,exterior,3,120.0,True,True,Goya,barrio de salamanca,Apartment,6
2125,639000,exterior,2,121.0,True,False,Lista,barrio de salamanca,Apartment,5
2129,1725000,exterior,3,145.0,True,False,Castellana,barrio de salamanca,Apartment,4
2130,279000,interior,1,55.0,True,False,Guindalera,barrio de salamanca,Apartment,5
2131,829000,interior,4,139.0,True,True,Goya,barrio de salamanca,Apartment,1
2132,499000,exterior,2,87.0,True,False,Fuente del Berro,barrio de salamanca,Apartment,6
2134,720000,exterior,5,173.0,True,False,Guindalera,barrio de salamanca,Apartment,1
2135,790000,exterior,1,115.0,True,False,Castellana,barrio de salamanca,Apartment,4
2136,1550000,exterior,4,203.0,True,False,Castellana,barrio de salamanca,Apartment,5
2137,375000,interior,1,65.0,True,False,Goya,barrio de salamanca,Apartment,3
2138,810000,exterior,2,99.0,True,False,Lista,barrio de salamanca,Apartment,5
2140,1700000,exterior,5,212.0,True,False,Castellana,barrio de salamanca,bajo,0
2142,1050000,exterior,3,121.0,True,False,Recoletos,barrio de salamanca,Apartment,1
2144,299000,exterior,1,81.0,True,False,Goya,barrio de salamanca,Apartment,1
2146,1500000,exterior,5,233.0,True,False,Goya,barrio de salamanca,Apartment,3
2147,249000,interior,2,43.0,True,False,Goya,barrio de salamanca,sotano,0
2148,341000,interior,2,50.0,True,False,Goya,barrio de salamanca,bajo,0
2149,530000,exterior,1,58.0,True,False,Recoletos,barrio de salamanca,Apartment,1
2150,630000,exterior,2,81.0,True,False,Castellana,barrio de salamanca,Apartment,2
2151,290000,interior,1,52.0,True,False,Goya,barrio de salamanca,Apartment,5
2152,1050000,exterior,2,89.0,True,True,Recoletos,barrio de salamanca,Apartment,5
2153,398000,exterior,2,90.0,True,False,Goya,barrio de salamanca,semi-sotano,0
2154,485000,exterior,3,102.0,False,False,Guindalera,barrio de salamanca,Apartment,1
2155,889000,exterior,3,125.0,True,False,Goya,barrio de salamanca,Apartment,1
2156,395000,interior,1,64.0,False,False,Goya,barrio de salamanca,Apartment,3
2157,1275000,exterior,4,175.0,True,False,Lista,barrio de salamanca,Apartment,3
2158,1890000,exterior,3,225.0,True,False,Goya,barrio de salamanca,Apartment,3
2160,199000,interior,1,50.0,True,False,Guindalera,barrio de salamanca,Apartment,1
2161,840000,exterior,5,151.0,True,True,Lista,barrio de salamanca,Apartment,1
2164,1450000,exterior,2,147.0,True,False,Goya,barrio de salamanca,Apartment,5
2169,1900000,exterior,5,200.0,True,False,Castellana,barrio de salamanca,Apartment,1
2170,815000,exterior,4,159.0,True,False,Lista,barrio de salamanca,Apartment,2
2171,975000,exterior,3,140.0,True,False,Lista,barrio de salamanca,Apartment,3
2177,380000,interior,2,100.0,True,False,Goya,barrio de salamanca,semi-sotano,0
2178,625000,exterior,1,75.0,True,False,Recoletos,barrio de salamanca,Apartment,4
2179,525000,exterior,2,68.0,True,False,Recoletos,barrio de salamanca,Apartment,5
2180,310000,exterior,2,62.0,True,False,Fuente del Berro,barrio de salamanca,bajo,0
2181,989000,exterior,5,154.0,True,False,Goya,barrio de salamanca,Apartment,5
2182,735000,interior,2,115.0,True,False,Recoletos,barrio de salamanca,Apartment,1
2183,360000,exterior,2,71.0,True,False,Lista,barrio de salamanca,entreplanta,0
2184,1600000,exterior,3,157.0,True,False,Goya,barrio de salamanca,Apartment,3
2185,923260,exterior,4,168.0,False,False,Goya,barrio de salamanca,bajo,0
2189,1150000,exterior,4,211.0,True,False,Recoletos,barrio de salamanca,entreplanta,0
2190,895000,exterior,2,107.0,True,False,Castellana,barrio de salamanca,Apartment,6
2191,448700,interior,2,93.0,True,False,Goya,barrio de salamanca,Apartment,1
2193,1690000,exterior,3,144.0,True,False,Recoletos,barrio de salamanca,Apartment,3
2195,260000,exterior,1,39.0,True,False,Fuente del Berro,barrio de salamanca,Apartment,5
2197,435000,interior,2,71.0,True,False,Goya,barrio de salamanca,Apartment,4
2198,420000,exterior,2,107.0,True,False,Recoletos,barrio de salamanca,semi-sotano,0
2199,780000,interior,2,69.0,True,True,Goya,barrio de salamanca,Apartment,1
2200,275000,exterior,1,71.0,True,False,Fuente del Berro,barrio de salamanca,Apartment,2
2201,875000,exterior,3,114.0,True,False,Lista,barrio de salamanca,Apartment,6
2204,785000,exterior,2,110.0,True,False,Recoletos,barrio de salamanca,Apartment,1
2205,900000,exterior,2,116.0,True,False,Goya,barrio de salamanca,Apartment,6
2206,1625000,exterior,2,111.0,True,False,Goya,barrio de salamanca,Apartment,6
2208,355000,interior,2,55.0,True,False,Castellana,barrio de salamanca,Apartment,2
2209,700000,exterior,1,65.0,True,False,Recoletos,barrio de salamanca,Apartment,5
2213,510000,interior,3,120.0,True,False,Goya,barrio de salamanca,bajo,0
2214,385000,exterior,1,80.0,True,True,Goya,barrio de salamanca,bajo,0
2219,1550000,exterior,4,200.0,True,False,Castellana,barrio de salamanca,Apartment,3
2220,335000,exterior,2,63.0,True,False,Guindalera,barrio de salamanca,entreplanta,0
2225,439000,interior,2,55.0,False,False,Lista,barrio de salamanca,Apartment,2
2226,875000,interior,3,111.0,True,False,Goya,barrio de salamanca,Apartment,2
2227,390000,interior,2,50.0,True,False,Lista,barrio de salamanca,Apartment,4
2229,1590000,exterior,3,153.0,True,False,Ãtico en Castellana,barrio de salamanca,Apartment,7
2230,1550000,exterior,3,180.0,True,False,Castellana,barrio de salamanca,Apartment,1
2232,1680000,exterior,3,180.0,True,False,Recoletos,barrio de salamanca,Apartment,3
2233,1300000,exterior,2,119.0,True,False,Recoletos,barrio de salamanca,Apartment,4
2234,795000,exterior,3,140.0,True,False,Goya,barrio de salamanca,Apartment,2
2235,795000,exterior,3,140.0,True,False,Goya,barrio de salamanca,Apartment,1
2238,770000,interior,2,115.0,True,False,DÃºplex en Recoletos,barrio de salamanca,Apartment,1
2239,420000,interior,2,60.0,True,False,Castellana,barrio de salamanca,Apartment,1
2242,310000,exterior,2,55.0,True,False,Goya,barrio de salamanca,Apartment,3
2244,495000,exterior,3,105.0,True,False,Guindalera,barrio de salamanca,Apartment,6
2245,1690000,exterior,3,150.0,True,False,Recoletos,barrio de salamanca,Apartment,5
2246,420000,interior,3,61.0,True,False,Castellana,barrio de salamanca,Apartment,3
2247,420000,interior,3,62.0,True,False,Castellana,barrio de salamanca,Apartment,3
2248,1390000,exterior,2,190.0,True,False,Lista,barrio de salamanca,Apartment,6
2249,445000,interior,1,61.0,True,False,Recoletos,barrio de salamanca,bajo,0
2251,460000,interior,1,61.0,True,False,Castellana,barrio de salamanca,Apartment,2
2254,449000,exterior,2,79.0,True,False,Goya,barrio de salamanca,Apartment,3
2255,760000,exterior,2,101.0,True,False,Lista,barrio de salamanca,Apartment,3
2256,1198000,exterior,2,150.0,True,False,Goya,barrio de salamanca,Apartment,4
2257,1495000,interior,2,146.0,True,False,Castellana,barrio de salamanca,bajo,0
2258,457000,interior,2,78.0,True,False,Goya,barrio de salamanca,bajo,0
2259,725000,exterior,2,67.0,True,False,Recoletos,barrio de salamanca,Apartment,3
2264,1245000,exterior,3,150.0,True,False,Castellana,barrio de salamanca,Apartment,4
2265,595000,exterior,2,106.0,True,False,Lista,barrio de salamanca,Apartment,1
2267,435000,interior,1,58.0,True,False,Castellana,barrio de salamanca,Apartment,1
2268,1550000,exterior,3,160.0,True,False,Castellana,barrio de salamanca,Apartment,4
2270,1360000,exterior,3,184.0,True,False,Goya,barrio de salamanca,Apartment,3
2271,630000,interior,3,100.0,True,False,Goya,barrio de salamanca,Apartment,4
2272,1600000,exterior,2,160.0,True,False,Recoletos,barrio de salamanca,Apartment,4
2273,1900000,exterior,3,200.0,True,False,Recoletos,barrio de salamanca,Apartment,3
2275,180000,exterior,1,45.0,False,False,Fuente del Berro,barrio de salamanca,bajo,0
2277,580000,interior,2,91.0,True,False,Ãtico en Lista,barrio de salamanca,Apartment,7
2279,1680000,exterior,3,146.0,True,False,Castellana,barrio de salamanca,Apartment,2
2283,1800000,exterior,3,240.0,True,True,Recoletos,barrio de salamanca,Apartment,5
2284,258000,exterior,1,65.0,False,False,Guindalera,barrio de salamanca,bajo,0
2285,630000,interior,2,80.0,True,False,Goya,barrio de salamanca,Apartment,3
2288,215000,interior,2,44.0,False,False,Goya,barrio de salamanca,semi-sotano,0
2289,750000,interior,2,75.0,True,False,Recoletos,barrio de salamanca,Apartment,2
2290,500000,exterior,3,86.0,True,False,Goya,barrio de salamanca,Apartment,1
2291,480000,exterior,2,70.0,True,False,Lista,barrio de salamanca,Apartment,1
2293,190000,interior,1,35.0,False,False,Goya,barrio de salamanca,bajo,0
2294,229000,interior,2,31.0,True,False,Goya,barrio de salamanca,sotano,0
2295,180000,exterior,2,35.0,True,False,Goya,barrio de salamanca,bajo,0
2297,650000,exterior,4,165.0,True,True,Guindalera,barrio de salamanca,Apartment,1
2298,750000,exterior,4,131.0,False,True,Guindalera,barrio de salamanca,chalet,0
2300,839000,exterior,2,75.0,False,False,Recoletos,barrio de salamanca,Apartment,2
2302,450000,exterior,3,90.0,True,False,Fuente del Berro,barrio de salamanca,Apartment,1
2306,380000,exterior,2,99.0,True,False,Goya,barrio de salamanca,semi-sotano,0
2308,1425000,exterior,5,194.0,True,True,Recoletos,barrio de salamanca,Apartment,2
2309,790000,exterior,3,142.0,True,False,Goya,barrio de salamanca,Apartment,2
2310,680000,interior,4,109.0,True,False,Lista,barrio de salamanca,Apartment,4
2311,649000,exterior,4,154.0,True,False,Guindalera,barrio de salamanca,Apartment,7
2313,500000,exterior,1,60.0,True,True,Fuente del Berro,barrio de salamanca,Apartment,2
2315,1200000,exterior,2,120.0,True,False,Castellana,barrio de salamanca,Apartment,5
2316,1800000,exterior,5,241.0,True,True,Castellana,barrio de salamanca,Apartment,5
2317,230000,interior,1,36.0,True,False,Goya,barrio de salamanca,bajo,0
2318,940000,exterior,3,129.0,True,False,Goya,barrio de salamanca,Apartment,3
2319,835000,interior,5,145.0,True,False,Castellana,barrio de salamanca,entreplanta,0
2320,670000,interior,4,120.0,True,True,Fuente del Berro,barrio de salamanca,Apartment,2
2321,340000,interior,1,71.0,True,False,Goya,barrio de salamanca,Apartment,2
2322,365000,interior,1,51.0,True,False,Castellana,barrio de salamanca,Apartment,2
2325,1950000,exterior,3,220.0,True,True,Ãtico en Guindalera,barrio de salamanca,Apartment,7
2330,250000,interior,1,40.0,True,False,Goya,barrio de salamanca,Apartment,1
2331,820000,exterior,4,115.0,True,False,Lista,barrio de salamanca,Apartment,4
2332,730000,exterior,4,180.0,True,False,Guindalera,barrio de salamanca,Apartment,5
2341,1750000,exterior,4,200.0,True,False,Ãtico en Goya,barrio de salamanca,Apartment,6
2342,520000,exterior,3,130.0,True,False,Fuente del Berro,barrio de salamanca,bajo,0
2344,630000,interior,2,92.0,True,False,Goya,barrio de salamanca,Apartment,3
2345,670000,exterior,2,105.0,True,False,Goya,barrio de salamanca,Apartment,6
2346,435000,interior,2,47.0,True,False,Castellana,barrio de salamanca,Apartment,1
2349,475000,exterior,1,96.0,True,False,Fuente del Berro,barrio de salamanca,bajo,0
2350,690000,interior,1,83.0,True,False,Recoletos,barrio de salamanca,Apartment,6
2351,245000,exterior,1,52.0,True,False,Fuente del Berro,barrio de salamanca,entreplanta,0
2355,1200000,exterior,5,195.0,True,True,Recoletos,barrio de salamanca,Apartment,4
2356,165000,exterior,1,30.0,True,False,Fuente del Berro,barrio de salamanca,bajo,0
2357,550000,exterior,2,84.0,True,False,Goya,barrio de salamanca,Apartment,3
2360,495000,exterior,2,70.0,True,False,Goya,barrio de salamanca,Apartment,1
2361,1250000,exterior,3,206.0,True,False,Goya,barrio de salamanca,Apartment,3
2362,398500,exterior,2,62.0,True,False,Goya,barrio de salamanca,bajo,0
2366,330000,interior,1,40.0,False,False,Goya,barrio de salamanca,Apartment,3
2367,444000,exterior,4,106.0,True,False,Guindalera,barrio de salamanca,Apartment,6
2369,448700,interior,3,93.0,True,False,Goya,barrio de salamanca,Apartment,1
2375,450000,interior,1,55.0,True,False,Recoletos,barrio de salamanca,Apartment,6
2376,1700000,exterior,4,195.0,True,False,Castellana,barrio de salamanca,Apartment,2
2378,729000,exterior,2,100.0,True,False,Goya,barrio de salamanca,Apartment,2
2380,675000,exterior,1,78.0,True,True,Goya,barrio de salamanca,Apartment,5
2381,269000,exterior,3,77.0,True,False,Goya,barrio de salamanca,semi-sotano,0
2382,269000,interior,2,58.0,False,False,Fuente del Berro,barrio de salamanca,Apartment,4
2383,940000,exterior,3,186.0,True,True,Goya,barrio de salamanca,Apartment,3
2385,620000,exterior,3,126.0,False,False,Guindalera,barrio de salamanca,Apartment,1
2386,315000,interior,1,52.0,True,False,Fuente del Berro,barrio de salamanca,Apartment,4
2387,610000,exterior,2,82.0,True,False,Goya,barrio de salamanca,Apartment,4
2389,1340000,exterior,3,125.0,True,False,Recoletos,barrio de salamanca,Apartment,3
2391,1790000,exterior,3,196.0,True,False,Recoletos,barrio de salamanca,Apartment,4
2394,175000,exterior,3,125.0,True,False,Fuente del Berro,barrio de salamanca,entreplanta,0
2396,655000,exterior,2,115.0,True,False,Goya,barrio de salamanca,Apartment,1
2397,978000,exterior,5,224.0,True,False,Lista,barrio de salamanca,Apartment,3
2398,257000,interior,1,45.0,True,False,Fuente del Berro,barrio de salamanca,Apartment,3
2399,960000,exterior,1,90.0,True,False,Recoletos,barrio de salamanca,Apartment,2
2400,505000,interior,2,97.0,True,False,Lista,barrio de salamanca,Apartment,4
2401,215000,interior,2,35.0,False,False,Fuente del Berro,barrio de salamanca,Apartment,1
2402,630000,interior,2,90.0,True,False,Goya,barrio de salamanca,Apartment,3
2404,495000,interior,3,105.0,True,False,Lista,barrio de salamanca,Apartment,5
2405,825000,exterior,2,105.0,True,False,Recoletos,barrio de salamanca,Apartment,-1
2406,1185000,exterior,4,171.0,True,False,Guindalera,barrio de salamanca,Apartment,5
2407,599800,exterior,2,97.0,True,False,DÃºplex en Lista,barrio de salamanca,bajo,0
2408,335000,exterior,2,62.0,True,False,Guindalera,barrio de salamanca,Apartment,1
2410,670000,exterior,4,154.0,True,True,Guindalera,barrio de salamanca,Apartment,3
2411,430500,exterior,4,96.0,True,False,Guindalera,barrio de salamanca,Apartment,1
2412,448700,exterior,4,91.0,True,False,Goya,barrio de salamanca,bajo,0
2413,249000,interior,1,52.0,True,False,Goya,barrio de salamanca,bajo,0
2414,557500,exterior,3,98.0,True,False,Goya,barrio de salamanca,Apartment,4
2416,1150000,exterior,2,125.0,True,True,Ãtico en Goya,barrio de salamanca,Apartment,6
2417,575000,exterior,2,60.0,True,False,DÃºplex en Recoletos,barrio de salamanca,Apartment,9
2419,820000,exterior,4,159.0,True,False,Goya,barrio de salamanca,Apartment,1
2420,365000,interior,2,59.0,False,False,Goya,barrio de salamanca,sotano,0
2421,950000,exterior,3,127.0,True,False,Lista,barrio de salamanca,Apartment,6
2422,300000,interior,3,63.0,True,False,Fuente del Berro,barrio de salamanca,Apartment,4
2423,395000,interior,2,50.0,True,False,Goya,barrio de salamanca,Apartment,3
2425,340000,interior,2,55.0,True,False,Lista,barrio de salamanca,Apartment,4
2427,450000,exterior,2,80.0,True,False,Fuente del Berro,barrio de salamanca,Apartment,5
2428,439000,exterior,4,130.0,True,False,Guindalera,barrio de salamanca,entreplanta,0
2430,1175000,exterior,3,157.0,True,False,Goya,barrio de salamanca,Apartment,2
2431,630000,interior,3,80.0,True,False,Goya,barrio de salamanca,Apartment,4
2432,595000,interior,2,106.0,True,True,Lista,barrio de salamanca,Apartment,1
2433,2150000,exterior,4,233.0,True,False,Castellana,barrio de salamanca,Apartment,4
2434,480000,interior,2,75.0,True,False,Goya,barrio de salamanca,Apartment,2
2435,278000,interior,3,88.0,False,False,Guindalera,barrio de salamanca,bajo,0
2437,1270012,exterior,5,199.0,True,False,Recoletos,barrio de salamanca,Apartment,1
2438,730000,interior,2,125.0,True,False,Recoletos,barrio de salamanca,Apartment,2
2443,735100,interior,2,98.0,True,False,Recoletos,barrio de salamanca,Apartment,1
2446,1770000,exterior,2,111.0,True,False,Ãtico en Goya,barrio de salamanca,Apartment,6
2447,399000,interior,2,58.0,True,False,Goya,barrio de salamanca,Apartment,3
2448,335000,interior,1,50.0,True,False,Castellana,barrio de salamanca,Apartment,2
2449,206994,interior,1,42.0,False,False,Goya,barrio de salamanca,semi-sotano,0
2450,305000,interior,1,50.0,True,False,Guindalera,barrio de salamanca,Apartment,2
2452,2100000,exterior,5,222.0,True,True,Castellana,barrio de salamanca,Apartment,6
2453,485000,interior,2,66.0,False,False,Recoletos,barrio de salamanca,Apartment,-1
2454,1150000,exterior,2,139.0,True,False,Castellana,barrio de salamanca,Apartment,4
2455,585000,exterior,3,85.0,True,False,Lista,barrio de salamanca,Apartment,3
2456,449000,exterior,2,85.0,True,True,Fuente del Berro,barrio de salamanca,entreplanta,0
2457,795000,exterior,2,169.0,True,False,Guindalera,barrio de salamanca,Apartment,1
2459,499000,interior,2,79.0,True,False,Lista,barrio de salamanca,Apartment,6
2460,1430000,exterior,3,181.0,True,False,Castellana,barrio de salamanca,Apartment,1
2461,1695000,exterior,3,150.0,True,False,Recoletos,barrio de salamanca,Apartment,2
2462,2000000,exterior,3,220.0,True,False,Recoletos,barrio de salamanca,Apartment,5
2463,1300000,exterior,2,115.0,True,False,Recoletos,barrio de salamanca,Apartment,3
2464,1430000,exterior,3,150.0,True,False,Castellana,barrio de salamanca,Apartment,3
2465,500000,interior,2,70.0,True,False,Goya,barrio de salamanca,Apartment,4
2467,960000,exterior,3,160.0,True,True,Lista,barrio de salamanca,Apartment,3
2468,685000,exterior,2,112.0,True,False,Goya,barrio de salamanca,Apartment,3
2470,1100000,exterior,2,125.0,True,False,Lista,barrio de salamanca,Apartment,2
2472,425000,exterior,1,80.0,True,False,Guindalera,barrio de salamanca,Apartment,4
2474,970000,exterior,3,160.0,True,False,Lista,barrio de salamanca,Apartment,3
2475,929000,exterior,3,156.0,True,False,Goya,barrio de salamanca,Apartment,2
2476,425000,interior,2,65.0,True,False,Lista,barrio de salamanca,Apartment,5
2477,715000,interior,2,86.0,True,False,Recoletos,barrio de salamanca,Apartment,3
2478,320000,exterior,1,58.0,False,False,Lista,barrio de salamanca,bajo,0
2479,565000,interior,2,86.0,True,False,Lista,barrio de salamanca,Apartment,5
2480,2090000,exterior,3,200.0,True,False,Ãtico en Recoletos,barrio de salamanca,Apartment,7
2481,575000,interior,2,85.0,True,False,Goya,barrio de salamanca,Apartment,3
2483,756000,exterior,4,199.0,True,False,Lista,barrio de salamanca,entreplanta,0
2485,1550000,exterior,3,191.0,True,False,Castellana,barrio de salamanca,Apartment,3
2488,1290000,exterior,3,132.0,True,False,Goya,barrio de salamanca,Apartment,2
2491,270000,exterior,1,55.0,False,False,Guindalera,barrio de salamanca,entreplanta,0
2495,790000,interior,2,130.0,True,False,Recoletos,barrio de salamanca,Apartment,4
2499,209000,exterior,1,40.0,True,False,Guindalera,barrio de salamanca,Apartment,2
2500,290000,interior,2,39.0,False,False,Goya,barrio de salamanca,Apartment,2
2501,305000,exterior,3,64.0,True,False,Guindalera,barrio de salamanca,bajo,0
2502,420000,exterior,1,50.0,True,False,Guindalera,barrio de salamanca,Apartment,3
2504,1150000,exterior,4,240.0,True,True,Guindalera,barrio de salamanca,Apartment,4
2505,1450000,exterior,6,220.0,True,False,Recoletos,barrio de salamanca,Apartment,4
2507,605000,exterior,1,85.0,True,False,Goya,barrio de salamanca,Apartment,3
2508,650000,exterior,3,108.0,True,False,Lista,barrio de salamanca,Apartment,1
2509,198000,exterior,2,50.0,True,False,Guindalera,barrio de salamanca,bajo,0
2511,960000,exterior,1,90.0,True,False,Castellana,barrio de salamanca,Apartment,2
2512,290000,interior,2,62.0,True,False,Recoletos,barrio de salamanca,bajo,0
2514,340000,interior,3,82.0,True,False,Fuente del Berro,barrio de salamanca,bajo,0
2517,1315000,exterior,2,130.0,True,False,Recoletos,barrio de salamanca,Apartment,5
2518,780000,interior,4,109.0,True,False,Lista,barrio de salamanca,Apartment,6
2520,206997,interior,1,42.0,False,False,Goya,barrio de salamanca,semi-sotano,0
2521,1350000,exterior,3,150.0,True,False,Goya,barrio de salamanca,Apartment,1
2522,695000,exterior,2,80.0,True,False,Goya,barrio de salamanca,entreplanta,0
2523,370000,exterior,2,100.0,True,False,Goya,barrio de salamanca,semi-sotano,0
2524,420000,exterior,1,140.0,True,False,Guindalera,barrio de salamanca,bajo,0
2527,1150000,exterior,6,145.0,True,False,Goya,barrio de salamanca,Apartment,1
2529,175000,interior,1,25.0,False,False,Lista,barrio de salamanca,Apartment,3
2530,350000,interior,1,79.0,False,False,Goya,barrio de salamanca,bajo,0
2531,472500,exterior,2,111.0,False,False,Guindalera,barrio de salamanca,Apartment,3
2532,978000,exterior,3,133.0,True,False,Goya,barrio de salamanca,Apartment,3
2533,834239,exterior,4,180.0,True,False,Goya,barrio de salamanca,Apartment,6
2534,1290000,exterior,3,175.0,True,True,Castellana,barrio de salamanca,entreplanta,0
2535,695000,exterior,4,160.0,True,True,Guindalera,barrio de salamanca,Apartment,5
2538,725000,exterior,2,131.0,True,True,Guindalera,barrio de salamanca,Apartment,5
2539,720000,exterior,4,173.0,True,False,Guindalera,barrio de salamanca,Apartment,1
2540,1150000,exterior,3,134.0,True,False,Ãtico en Castellana,barrio de salamanca,Apartment,8
2541,760000,exterior,4,155.0,True,True,Guindalera,barrio de salamanca,Apartment,1
2542,585000,exterior,3,110.0,True,False,Fuente del Berro,barrio de salamanca,Apartment,2
2543,1420000,exterior,4,191.0,True,False,Ãtico en Recoletos,barrio de salamanca,Apartment,7
2545,448700,interior,4,86.0,True,False,Goya,barrio de salamanca,Apartment,1
2546,398000,exterior,2,80.0,False,False,Lista,barrio de salamanca,sotano,0
2547,815000,exterior,2,100.0,True,False,Recoletos,barrio de salamanca,Apartment,1
2548,655000,exterior,2,90.0,True,True,Goya,barrio de salamanca,Apartment,4
2549,398000,exterior,2,80.0,True,False,Lista,barrio de salamanca,sotano,0
2550,270000,exterior,2,54.0,False,False,Guindalera,barrio de salamanca,bajo,0
2554,1200000,interior,2,123.0,True,False,Recoletos,barrio de salamanca,Apartment,3
2558,380000,exterior,2,80.0,True,False,Fuente del Berro,barrio de salamanca,Apartment,3
2560,179000,interior,1,29.0,False,False,Fuente del Berro,barrio de salamanca,Apartment,1
2561,450000,exterior,2,83.0,True,False,Fuente del Berro,barrio de salamanca,Apartment,1
2563,340000,interior,1,59.0,True,False,Goya,barrio de salamanca,Apartment,1
2566,325000,exterior,1,50.0,True,False,Lista,barrio de salamanca,Apartment,4
2567,1900000,exterior,5,210.0,True,True,Recoletos,barrio de salamanca,Apartment,5
2570,1750000,exterior,5,240.0,True,True,Castellana,barrio de salamanca,Apartment,4
2575,299000,interior,1,41.0,True,True,Castellana,barrio de salamanca,Apartment,2
2577,1000000,exterior,3,124.0,True,False,Goya,barrio de salamanca,Apartment,4
2579,499000,interior,2,61.0,True,False,Goya,barrio de salamanca,Apartment,2
2580,700000,exterior,2,100.0,True,False,Goya,barrio de salamanca,Apartment,3
2581,1350000,exterior,3,150.0,True,False,Recoletos,barrio de salamanca,Apartment,3
2589,1300000,exterior,4,196.0,True,True,Goya,barrio de salamanca,Apartment,6
2590,2060000,exterior,3,201.0,True,False,Goya,barrio de salamanca,Apartment,7
2593,780000,exterior,4,100.0,True,False,Castellana,barrio de salamanca,bajo,0
2594,530000,interior,1,50.0,True,False,Recoletos,barrio de salamanca,Apartment,6
2595,495000,exterior,3,107.0,True,False,Goya,barrio de salamanca,Apartment,1
2596,750000,exterior,2,90.0,True,False,Castellana,barrio de salamanca,Apartment,1
2597,398500,exterior,2,63.0,True,False,Goya,barrio de salamanca,entreplanta,0
2598,1600000,exterior,3,190.0,True,False,Castellana,barrio de salamanca,Apartment,4
2599,1250000,exterior,4,145.0,True,False,Castellana,barrio de salamanca,Apartment,1
2600,278000,exterior,3,105.0,False,False,Guindalera,barrio de salamanca,bajo,0
2601,616000,exterior,3,152.0,True,False,Guindalera,barrio de salamanca,Apartment,2
2602,720000,exterior,5,150.0,True,False,Guindalera,barrio de salamanca,Apartment,1
2603,735100,exterior,2,71.0,True,False,Recoletos,barrio de salamanca,Apartment,3
2605,1495000,exterior,2,140.0,True,False,Goya,barrio de salamanca,Apartment,5
2607,2150000,exterior,1,213.0,True,False,Recoletos,barrio de salamanca,Apartment,2
2611,1250000,exterior,5,179.0,True,True,Castellana,barrio de salamanca,Apartment,5
2612,462000,exterior,4,146.0,True,False,Guindalera,barrio de salamanca,Apartment,2
2614,990000,exterior,5,140.0,True,False,Goya,barrio de salamanca,Apartment,2
2615,225000,interior,2,41.0,True,False,Goya,barrio de salamanca,sotano,0
2616,220000,interior,1,45.0,True,False,Goya,barrio de salamanca,bajo,0
2618,470000,interior,2,80.0,True,False,Goya,barrio de salamanca,bajo,0
2619,395000,exterior,2,62.0,True,False,Goya,barrio de salamanca,entreplanta,0
2620,799900,exterior,4,185.0,True,False,Guindalera,barrio de salamanca,Apartment,1
2621,1295000,exterior,3,136.0,True,False,Castellana,barrio de salamanca,Apartment,6
2622,430500,exterior,4,93.0,True,False,Guindalera,barrio de salamanca,Apartment,1
2623,1695000,exterior,2,163.0,True,False,Recoletos,barrio de salamanca,Apartment,4
2624,429000,interior,2,62.0,True,False,Castellana,barrio de salamanca,Apartment,2
2626,650000,interior,2,82.0,True,False,Lista,barrio de salamanca,Apartment,1
2628,850000,exterior,3,172.0,True,True,San Isidro,carabanchel,Apartment,7
2629,180000,exterior,3,61.0,True,False,Comillas,carabanchel,Apartment,3
2630,185000,exterior,2,99.0,False,False,Puerta Bonita,carabanchel,Apartment,1
